min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,depth,accuracy_train,accuracy_test
0,0.0,replacement,1,600,0.12,6,0.9534319551874104,0.09420193425523493
2,0.2,replacement,2,400,0.1,4,0.8499773355508045,0.33484767513979397
3,0.1,replacement,1,1000,0.12,8,0.9962069034745895,0.3095746762987456
2,0.1,replacement,2,400,0.05,10,0.9104490763123276,0.3391415782312528
1,0.25,replacement,3,400,0.12,4,0.8519418998001906,0.33688876425381264
2,0.0,replacement,1,600,0.1,10,0.9630087710865993,0.19967816629558888
0,0.25,replacement,3,800,0.05,10,0.9523208283163213,0.2595423056942203
0,0.2,removal,3,400,0.05,8,0.8399987300050336,0.28051404105292066
2,0.2,removal,1,400,0.1,8,0.9411502179613578,0.16560938271804215
3,0.0,removal,2,600,0.08,10,0.9538830137521573,0.41462860010151703
1,0.1,replacement,2,1000,0.08,4,0.9158934259588928,0.30327176580017146
2,0.25,removal,2,1000,0.05,4,0.8408505263498607,0.26415922478537457
2,0.1,replacement,1,400,0.12,10,0.9749923298297978,0.17070628283248201
3,0.0,replacement,3,400,0.1,10,0.9448844054905458,0.35109561256966815
0,0.1,replacement,1,600,0.05,8,0.930572942774009,0.20889989406964427
2,0.1,removal,2,600,0.05,8,0.907851397419699,0.23473012043770936
2,0.2,replacement,1,800,0.05,6,0.9368483484090215,0.19563898143082858
3,0.25,removal,1,400,0.12,8,0.958123754980976,0.22836718792503496
2,0.0,replacement,2,1000,0.08,6,0.9592898732381452,0.12492480110028437
0,0.0,replacement,3,1000,0.12,8,0.9788850814309044,-0.05181717615310322
1,0.25,replacement,2,800,0.12,4,0.9269990375947627,0.2933356609276835
1,0.0,removal,1,800,0.12,6,0.9643944610356718,0.06429542021368606
1,0.25,replacement,1,1000,0.1,4,0.9297321825787671,0.18713214993793592
3,0.1,replacement,2,1000,0.1,6,0.9902239443649937,0.3368640490193777
0,0.0,removal,2,600,0.08,10,0.9401396439382077,0.3766906474429548
2,0.2,replacement,3,800,0.05,4,0.8421236551750781,0.4177202470117477
2,0.25,removal,1,800,0.05,4,0.8189876931541842,0.20756085459652263
0,0.0,replacement,2,800,0.05,4,0.7750642554917468,0.4132430350115246
0,0.1,replacement,3,400,0.08,4,0.7907792833656551,0.3447378812815569
0,0.2,removal,2,800,0.05,8,0.9209467768919559,0.38344300571726864
0,0.0,removal,2,1000,0.05,8,0.9370363101748006,0.38609173966647126
2,0.25,replacement,1,400,0.05,10,0.9022203044008587,0.23291923274986326
0,0.1,replacement,1,400,0.12,10,0.9695908291635905,0.175810416894703
2,0.1,removal,1,1000,0.12,10,0.984466732654871,0.10712177051540728
1,0.25,replacement,2,800,0.1,8,0.9841818033085582,0.2727197145159891
2,0.25,replacement,3,400,0.05,6,0.8484384814635827,0.42254208785548364
3,0.2,removal,1,400,0.08,10,0.936600084824948,0.28651912908956745
0,0.2,removal,3,1000,0.05,6,0.9179726534159924,0.13214928649458646
3,0.25,replacement,2,800,0.05,6,0.940230103838204,0.34769286051113824
0,0.2,removal,1,800,0.1,8,0.9671541660386239,0.08959481913846123
0,0.0,removal,2,1000,0.1,4,0.8962886535686888,0.37395008733460344
0,0.0,removal,2,400,0.1,4,0.7715605934050112,0.4054809780247558
3,0.25,removal,2,1000,0.08,6,0.963931963137813,0.4206689778742597
3,0.2,replacement,2,600,0.12,8,0.9880654144922725,0.3623129660670491
3,0.25,replacement,2,600,0.12,8,0.9861430254194827,0.3963447870087168
0,0.0,removal,3,400,0.08,4,0.752899232574485,0.3016355350426846
3,0.2,replacement,2,1000,0.08,10,0.9915103241175168,0.36218426971103335
3,0.1,replacement,1,600,0.08,4,0.8845574999142994,0.3330550125235744
2,0.2,replacement,2,1000,0.1,10,0.9938045100447526,0.25309545491635066
3,0.25,removal,1,1000,0.1,8,0.9824751537516866,0.2098879167369868
1,0.25,replacement,3,400,0.08,10,0.9435794793439836,0.312075461266765
0,0.2,removal,2,1000,0.1,4,0.8964989185646128,0.3814567650252749
0,0.2,replacement,2,600,0.1,8,0.9693145452287973,0.37734072770159843
3,0.25,replacement,3,1000,0.12,6,0.9920191369855156,0.2931082589589262
3,0.2,removal,1,1000,0.1,6,0.9761540665368044,0.24448294710730145
3,0.25,removal,1,400,0.08,4,0.8014271852592396,0.25380310964008435
0,0.0,removal,3,800,0.05,4,0.7795095672725234,0.27728531106608645
2,0.2,replacement,3,1000,0.1,10,0.9931149923099978,0.36553779445175727
1,0.1,replacement,2,600,0.1,6,0.9605532350774544,0.29056571607319603
0,0.2,removal,2,800,0.05,10,0.9265756912365459,0.379488968523255
0,0.1,removal,3,1000,0.12,8,0.9804856259814149,-0.109698907536389
2,0.1,replacement,1,800,0.08,8,0.9827617831584167,0.1570460730191039
0,0.1,removal,1,400,0.05,8,0.8499607086991787,0.22510688054627925
0,0.0,replacement,2,1000,0.05,8,0.9370363101748006,0.38609173966647126
2,0.1,replacement,2,800,0.1,8,0.9882491691847228,0.266308607632716
2,0.2,removal,2,400,0.05,4,0.7110786055363997,0.3600830958478045
2,0.0,replacement,2,1000,0.08,10,0.9723894152082274,0.1169857356410452
2,0.2,removal,3,600,0.08,4,0.8311999140453203,0.3264547841937395
3,0.2,replacement,2,400,0.08,8,0.9504907017814023,0.37229575241873114
2,0.2,replacement,2,800,0.1,4,0.9237259073242803,0.3034387993225709
0,0.25,removal,2,800,0.1,8,0.9651408730506894,0.3541426975548454
0,0.0,removal,1,1000,0.12,4,0.9260918441862092,0.15474080517506195
1,0.25,removal,3,1000,0.05,6,0.9303725329092626,0.1968624109762135
0,0.0,replacement,1,400,0.12,10,0.9452997162986261,0.1622930704432416
3,0.25,removal,1,400,0.05,6,0.8506570248484072,0.2536896775472878
3,0.0,replacement,2,800,0.08,8,0.9649904152134938,0.4197361845306218
1,0.2,replacement,3,600,0.1,4,0.8824600184611306,0.32710805252018915
0,0.2,replacement,1,400,0.12,10,0.9659959645960515,0.17214554516042135
0,0.25,replacement,2,400,0.05,4,0.6928664161173889,0.3947290892694334
2,0.25,removal,2,400,0.08,10,0.9256737189536247,0.23331201002983515
1,0.0,replacement,3,800,0.08,6,0.9441831114131896,0.20738858552221962
2,0.2,replacement,3,600,0.05,4,0.8028814694587534,0.4203279181192118
1,0.1,removal,2,400,0.05,4,0.6954632950513021,0.3973439907393461
2,0.1,replacement,3,600,0.08,4,0.8739201816482878,0.40452233924057823
2,0.0,replacement,3,600,0.08,6,0.9256853624125311,0.31925200273022813
3,0.1,replacement,3,400,0.08,10,0.9580707573618382,0.3613622846051524
1,0.2,replacement,2,400,0.08,6,0.9057019505089976,0.3020074873278856
2,0.1,replacement,3,1000,0.1,4,0.9419154046236764,0.3724838234096082
0,0.25,removal,3,1000,0.08,4,0.8788607252168505,0.0913682134345567
2,0.25,replacement,2,600,0.1,4,0.8867942781904885,0.31112218668811553
1,0.25,replacement,2,800,0.08,6,0.95989270478856,0.2962694233190145
0,0.1,replacement,1,800,0.12,4,0.9347054256268874,0.1960699341879124
0,0.25,replacement,1,600,0.08,8,0.9600658849261592,0.17607640883538456
2,0.1,replacement,3,600,0.12,6,0.9779697818738607,0.3859052716008927
2,0.25,removal,1,600,0.12,6,0.9583237992523659,0.1863543884259088
1,0.1,replacement,3,400,0.12,6,0.9462386841848305,0.313239855996303
3,0.2,replacement,2,400,0.1,8,0.9659309053251594,0.3743053349085368
2,0.25,replacement,2,400,0.05,6,0.8489189748733972,0.3467961700425036
0,0.1,removal,1,1000,0.12,6,0.9736563861801156,0.09149252212389747
2,0.0,removal,2,800,0.08,10,0.9636241138619009,0.13813739693787552
0,0.1,removal,2,600,0.1,8,0.949411945903747,0.3705933524448184
3,0.1,removal,3,800,0.1,4,0.9020485542543004,0.34734413314449974
1,0.1,replacement,1,600,0.12,8,0.9838481096524302,0.19982473066099005
1,0.1,removal,1,400,0.1,6,0.9024144069776023,0.16988750834053645
3,0.1,replacement,1,600,0.05,10,0.9561931365626797,0.3205535792666031
1,0.1,replacement,1,400,0.12,10,0.9733211455220545,0.20560646018589102
3,0.0,removal,3,600,0.05,10,0.9258982007447889,0.38263857511448196
3,0.2,removal,3,1000,0.1,4,0.9204312982063225,0.35128626097826043
1,0.1,removal,2,1000,0.1,10,0.97728983211239,0.2947552917675097
2,0.0,removal,3,1000,0.12,4,0.9270924164380847,0.24691439003049154
1,0.0,replacement,2,600,0.12,6,0.950821219983515,0.3277428310156232
1,0.1,removal,2,600,0.05,8,0.9068380386901296,0.3392965866410774
3,0.25,removal,3,1000,0.05,4,0.8436251129153481,0.3533795105079086
1,0.2,removal,3,800,0.05,8,0.9353850458126528,0.2324586986534165
0,0.2,removal,2,600,0.08,8,0.9342631189048497,0.355825441952074
2,0.25,replacement,3,1000,0.1,4,0.9371062967689395,0.382771028292495
0,0.1,removal,2,800,0.05,8,0.9214450283552136,0.3891667443347194
1,0.25,removal,2,1000,0.05,4,0.8181989834005216,0.3331192559255175
2,0.2,replacement,1,400,0.08,8,0.9460588547936694,0.17241002032287245
2,0.1,replacement,2,600,0.05,10,0.9488797009055558,0.32751015763185387
3,0.1,replacement,1,1000,0.05,10,0.980102185601929,0.3185752590265696
3,0.0,removal,1,1000,0.1,8,0.9810773910166812,0.2906034612287788
1,0.1,replacement,1,800,0.08,8,0.9805349596614658,0.22714352120334136
2,0.1,replacement,3,400,0.08,10,0.9537925902255542,0.40267505337388043
3,0.25,removal,1,1000,0.1,4,0.9316926281508827,0.2632594957280169
2,0.1,removal,1,600,0.08,6,0.9352000584994185,0.1619839361905624
1,0.1,replacement,1,800,0.05,8,0.9568603002959334,0.23852447933378707
1,0.0,replacement,2,1000,0.12,6,0.97374000848328,0.30364501590444215
3,0.25,replacement,3,400,0.08,4,0.8206158755723636,0.3440723967321052
3,0.25,removal,3,600,0.12,4,0.8888567864494472,0.3389527526265158
0,0.1,replacement,2,800,0.08,6,0.9610703313904684,0.3737328311428627
3,0.2,removal,1,400,0.1,10,0.9488267509333868,0.2622279401938691
1,0.25,removal,2,800,0.12,6,0.966172755416294,0.30865897025481115
2,0.2,replacement,3,800,0.08,6,0.97011820415434,0.3829608091383203
2,0.1,replacement,1,1000,0.12,4,0.9553299841707593,0.09871725038632606
0,0.25,removal,2,600,0.08,4,0.8076122771123972,0.4151112251491961
2,0.25,removal,3,600,0.05,6,0.8792058807945079,0.3486300176806306
2,0.2,removal,1,1000,0.05,4,0.8473569803666354,0.18941213195247597
3,0.0,replacement,2,600,0.08,10,0.9538830137521573,0.41462860010151703
2,0.25,removal,1,800,0.08,4,0.8799242438303307,0.1779927377345849
1,0.25,replacement,1,400,0.05,4,0.725505418154793,0.29399118130708857
0,0.25,replacement,3,1000,0.05,8,0.9589709668714628,0.2619140548793295
1,0.2,replacement,1,600,0.08,6,0.9455377716510825,0.268828774823635
1,0.1,replacement,3,400,0.08,8,0.9366865498838403,0.3322855602878423
0,0.1,replacement,1,400,0.1,10,0.9603824212296855,0.153723411707409
0,0.1,replacement,1,600,0.12,6,0.9719842454156147,0.15809575858676583
0,0.1,replacement,1,1000,0.05,6,0.9503854309065198,0.2133856809601662
0,0.2,removal,1,400,0.12,6,0.9252246761730418,0.1525716486881894
3,0.25,replacement,1,600,0.08,8,0.9723860659317263,0.31707596748832134
0,0.0,replacement,1,1000,0.12,6,0.9742115233824628,0.051926706201718464
1,0.0,removal,1,800,0.12,8,0.9728410242138873,0.09130419228568853
0,0.0,replacement,2,600,0.08,10,0.9401396439382077,0.3766906474429548
3,0.2,removal,1,400,0.05,6,0.849534357768389,0.23909209342628335
2,0.1,removal,1,1000,0.05,10,0.9556292363747789,0.2095844285669839
2,0.1,removal,3,800,0.05,10,0.9390484573538164,0.3001608698916127
3,0.2,replacement,2,600,0.08,6,0.9595352281374574,0.36252646436652647
3,0.2,removal,1,1000,0.08,4,0.9127316351996445,0.276472370148948
3,0.25,replacement,3,600,0.1,4,0.8995262852722673,0.34902429095611576
0,0.0,replacement,2,400,0.08,8,0.8963257767816508,0.3809312454535717
2,0.0,replacement,1,400,0.08,8,0.9184408585362845,0.1875505116567383
1,0.25,replacement,1,400,0.08,4,0.7948906258874353,0.25362704080996556
2,0.0,removal,2,800,0.08,6,0.9483296797606443,0.1418840256788899
1,0.25,replacement,1,800,0.05,6,0.9273414076182075,0.2654380410606808
1,0.25,replacement,1,600,0.12,10,0.9835152671217692,0.18253212741645275
3,0.0,replacement,2,400,0.1,10,0.9424004764081557,0.4525361124087113
2,0.25,replacement,3,1000,0.1,6,0.9854693056364103,0.35107170268916343
0,0.2,replacement,3,1000,0.12,6,0.9865096711751146,0.23110077263781248
0,0.2,replacement,2,1000,0.08,8,0.9815567725587855,0.3863425898952054
0,0.2,removal,3,800,0.05,10,0.9313093210458532,0.1598384883806615
2,0.25,removal,3,400,0.12,4,0.8364452737265093,0.34120508824286055
2,0.0,replacement,2,600,0.05,4,0.7755491701795538,0.33790499707696975
2,0.1,removal,3,800,0.1,10,0.9730974266098256,0.25133267645407387
0,0.0,removal,2,800,0.05,4,0.7750642554917468,0.4132430350115246
3,0.25,replacement,2,400,0.05,6,0.8559692174977247,0.36748070620054396
1,0.2,replacement,2,400,0.12,8,0.9642828792474172,0.278056997425294
3,0.0,removal,1,600,0.12,4,0.9044580768295158,0.2591783861286585
3,0.2,replacement,2,1000,0.05,8,0.9753918058237826,0.35618144173365995
1,0.25,removal,3,1000,0.08,6,0.959503488734478,0.1945412941549135
3,0.1,replacement,3,600,0.08,6,0.9609331575054101,0.3558069242078723
2,0.25,removal,1,1000,0.12,10,0.9842714348286641,0.18198479239822563
0,0.1,removal,2,800,0.08,8,0.9520409198815019,0.3458720810805098
2,0.2,removal,1,400,0.1,10,0.9436160747037668,0.23851349686157164
2,0.1,replacement,3,800,0.08,4,0.9069607348179636,0.3966629201599263
2,0.0,removal,3,1000,0.08,8,0.9691978944958013,0.23444018432285918
1,0.25,removal,2,400,0.12,10,0.9485502800566397,0.28866445128798424
1,0.0,replacement,2,800,0.12,6,0.9650707581301586,0.3137655357551268
2,0.2,replacement,3,800,0.05,4,0.8421236551750781,0.4177202470117477
3,0.25,removal,2,400,0.12,6,0.9357601822626024,0.4338533261886933
1,0.2,replacement,2,1000,0.05,4,0.8590060384650722,0.32868493794952847
3,0.1,replacement,3,400,0.1,8,0.9667944335243421,0.33943452087800874
2,0.2,replacement,3,800,0.1,10,0.9890715324247733,0.3696803308578146
1,0.2,replacement,2,800,0.05,6,0.9279776553615211,0.2931358746466374
3,0.2,removal,2,600,0.12,6,0.9607493236124817,0.44536241043063673
0,0.25,removal,2,400,0.12,8,0.936524848475108,0.37234230921417755
0,0.2,removal,1,400,0.1,6,0.9059760079055047,0.19081489161367893
3,0.0,replacement,2,1000,0.05,10,0.9554508071589937,0.4186003382151807
2,0.25,replacement,2,400,0.05,10,0.9041627492397275,0.3217493186809022
1,0.0,replacement,2,800,0.08,8,0.9575230717205728,0.33631565228551474
1,0.1,removal,1,800,0.12,8,0.9745997809590112,0.06055675337314459
2,0.0,removal,2,600,0.05,6,0.8823862066782828,0.27488668894527946
